ID,TEXT,LABEL
11846,I got done with work early.,achievement
11847,It made me happy that my wife was home from her business trip. I picked her up and I was thrilled for her to be home.,affection
11848,I WENT TO COLLAGE.,achievement
11849,I ate ice cream,enjoy_the_moment
11850,Sharing a donut with daughter this morning,affection
11851,my father present a bike for my birthday and i enjoy the whole day with my parents. that was a wonderful moment ever.,affection
11852,my father present a bike for my birthday and i enjoy the whole day with my parents. that was a wonderful moment ever.,affection
11853,I joined a local senior center in order to take aerobics classes.,exercise
11854,I spent the morning with friends at the park.,bonding
11855,"My baby fully ate cereal, it was so satisfying when you baby completes his meal",affection
11856,It was one of the last times that all of us were together because shortly after that two of our group left to go abroad and they'll be there for about two years before they come back home.,bonding
11857,Earning masters qualification on amazon mturk last week ,achievement
11858,My son told a joke that made me laugh.,affection
11859,I ran for longer than I ever have while working out on the elliptical at the gym today and saw I burned over 500 calories!,exercise
11860,I had a work order to get my blinds in my apartment fixed so I could open them and look out. ,achievement
11861,I saw my grandparents and hung out with them,affection
11862,I bought a new chair for my living room.,achievement
11863,I found out that work would not be cutting back my hours as much as I thought,achievement
11864,I made $20 in one day on Amazon Mechanical Turk.,achievement
11865,I stitched a dress for my neighbour.,bonding
11866,I made a cake for the first time and it came out perfectly,achievement
11867,I successfully made a meal from a Blue Apron delivery box,achievement
11868,past 2 months ago i married my lover. she is a very cute girl and i love my wife very much.,affection
11869,I received Masters Qualification on Mturk.,achievement
11870,I talked with my girlfriend on the phone while I ran for an hour.,affection
11871,"Today, I went to the dentist for the first time in almost decade and minus a few cavities, my teeth have been in great shape and it's reassuring to know that all of my silly crunchy habits have been quite useful.",achievement
11872,"I watched me daughter read to, and play with, my parents. ",affection
11873,"When I realized there was a last remaining morsel of brie cheese in the fridge and I bit into it, I was happy.",enjoy_the_moment
11874,Got accepted for a job that makes more money than I ever have!,achievement
11875,Buying a new television ,achievement
11876,I learned that I'm home alone tonight.,leisure
11877,My significant other made dinner instead of myself making it.,affection
11878,"My daughter and I had a family session with her counselor today, and she seems to be making progress.",affection
11879,when i manage to deliver all my work in time,achievement
11880,I pretty much did nothing the whole day and still got compensated as I'm on a vacation right now.,achievement
11881,"My father stopped taking medicine that makes him very sleepy, so he is more coherent.",affection
11882,"I got a new car last week, a BMW.",achievement
11883,I am getting better from a bad sickness. ,enjoy_the_moment
11884,Getting my eyebrows done for free. This was a happy moment for me because the person didnt gave to service me for free but she did. Normally it would have cost $300 but i got it free so thar made me happy. Yea ,achievement
11885,When I arrived home from a hard day of work my dog jumped into my arms.,affection
11886,"It made me happy, that I was walking down the street and looked down and there was $ 20",enjoy_the_moment
11887,I bought a new computer on Amazon.,achievement
11888,My boyfriend took me to Steak & Shake for a late night treat when I was feeling sad.,affection
11889,My friend asked me if I would like to come to NYC and help run a comedy show with her.,bonding
11890,Watching the Yankees win their game,leisure
11891,This morning I took yet another trip to the garden center for plants that will go in my garden. ,nature
11892,I enjoyed a nice dinner with my wife at a pizza place,affection
11893,My best friend told me that she already found a job and starts on june 5,bonding
11894,I got to sleep in my own bed after several days of sleeping on a couch.,achievement
11895,Finally getting an appointment for surgery on my deviated septum made me happy. I will finally be able to breathe better.,achievement
11896,I got in a very good workout.,exercise
11897,My kids were able to get out of school early for their doctor appointments.,affection
11898,Speaking with my sister for the first time in a few months.,affection
11899,My sister and I ordered some flowers for a late Mother's Day gift for our mom and they just arrived and she really liked them.,affection
11900,My office gained a person. ,achievement
11901,I was feeling sick and took some oregano oil which made me feel better quickly. ,achievement
11902,I had a good conversation with my coworker. ,bonding
11903,I went the grocery store today and found 10 dollars in the parking lot. I was down to my last dollars.,enjoy_the_moment
11904,Last night I went to the cinema.,leisure
11905,I made plans to hang out with a friend.,bonding
11906,My grocery store had fresh cherries today!,achievement
11907,I drank a really good cup of coffee,enjoy_the_moment
11908,I went to Chipotle.,leisure
11909,My wife and I came to an agreement on a problem.,affection
11910,I took my wife out last night for an ice cream treat.,affection
11911,I booked a flight to go see my granddaughter in Montana.,affection
11912,I was happy when my spouse cooked me my favorite dinner.,affection
11913,I upgraded my iPhone to a new one.,achievement
11914,I watched a video on Youtube that had several celebrities that I liked playing a board game I want to get.,leisure
11915,"I watched Sleepless in Seattle with my girlfriend and we cuddled in bed while watching it with chips, salsa, and wine.",affection
11916,Getting to video chat with my long distance boyfriend.  It's been awhile and it was nice to sit down and talk.,affection
11917,"my happy moment was in my brother marriage celebrations that am feel very happy, that moment was sweet moment in my life ",affection
11918,My nephew told me he liked spending time with me yesterday. I felt appreciated by him!,affection
11919,I did well in a video game. Winning faster than usual.,leisure
11920,My ebay auction item sold right away.,achievement
11921,Completing this hit makes me happy as I reflect on all the positive things in my life!,achievement
11922,Recently I had put on extra weight but found out that I had lost four pounds at the gym.,exercise
11923,my boyfriend ordered me a brand new galaxy s8.,affection
11924,My cousin gave birth to a baby girl. ,affection
11925,"I got laid this morning why lie,",leisure
11926,I came home and my fiancee was at home cleaning.  I went up to her and gave her a kiss.,affection
11927,Went to go and watch a movie with my younger brother. It was a solid movie (Alien Covenant).,affection
11928,My baby started crawling today. ,affection
11929,"My cord for my external hard drive came, so I can next making it work.",achievement
11930,I was doing really well at a video game on my smartphone and advancing through hard levels with ease.,leisure
11931,"Having to sleep in a different room because my daughter was acting up, I was happy and surprised to see my wife come in right before I was about to turn in to sleep to bid me good night",affection
11932,Traffic was good on my way to work so I was able to make up some time and ended up getting in on time instead of running late. ,achievement
11933,My son was able to solve the Rubix cube twice by watching in youtube.,achievement
11934,An event that happened in the past 24 hours was watching my long time girlfriend finally graduate college and get her BA degree from a good school.,affection
11935,"1. My house was hit by a pickup truck. The truck came through my bedroom but, even though I was sleeping in the room, I was not hurt and the driver of the truck was not hurt. It made me happy that everyone was okay.",enjoy_the_moment
11936,This morning the first sip of coffee was almost magical!,enjoy_the_moment
11937,I had a busy day at work this morning and made a lot of money.,achievement
11938,I played soccer with my office colleagues after a very long time. It was fun and enjoyable. I felt very happy.,bonding
11939,Put my 9 month old daughter to bed without any fussiness or issues.,affection
11940,Went to the Scottsdale Contemporary Art Museum and saw and exhibit I liked.,enjoy_the_moment
11941,My girlfriend got a job,achievement
11942,The insurance company I've been dealing with finally sent a check to reimburse me.,achievement
11943,I made a large cappucino.,achievement
11944,I was happy when I had dinner with my girlfriend during yesterday. ,affection
11945,"I turned 30 years old yesterday. Pretty big deal to no longer be in my 20s, but I am embracing it.",enjoy_the_moment
11946,A small even that made me happy was my company providing a pizza lunch during work hours.,achievement
11947,I took my 9 month old daughter to the park today since it was a beautiful day.,affection
11948,I had a great work day yesterday. It was stress free and I got a lot done.,achievement
11949,"When my seven year old son wanted to go for a walk with me after dinner, he patted my arm and said, Mom, you're my workout buddy!",affection
11950,I got my MBA degree certificate from my college yesterday.,achievement
11951,Some of my students won a soccer championship last evening!,achievement
11952,My spouse made me happy this morning when he woke me up with a kiss and told me he loved me.,affection
11953,I decided to purchase a new video game.,leisure
11954,I went to play basket ball with my friends after a long time and I was happy.,bonding
11955,I was playing a video game and received something out of pure luck that is valuable in the game. The odds of receiving that item was very low so I was very happy.,leisure
11956,MY MOM'S BIRTHDAY CELEBRATION SO I REALLY ENJOYED AT THE TIME,affection
11957,An old friend messaged me and we talked for hours,bonding
11958,I beat a video game that I have been working on.,achievement
11959,I got my graduate school acceptance email.,achievement
11960,It made me happy today buying the things that I needed.,enjoy_the_moment
11961,"lucky to live in the country in New York on acres of land. A highlight of my trip was taking Ferg out for a hike in the woods with my cousin. I watched him sniff every possible thing in sight, while continuing to check in and make sure we were still with him.",nature
11962,"lucky to live in the country in New York on acres of land. A highlight of my trip was taking Ferg out for a hike in the woods with my cousin. I watched him sniff every possible thing in sight, while continuing to check in and make sure we were still with him.",nature
11963,I am elected Women's Missionary Council President in my church. ,achievement
11964,I played an app design game and received a perfect score from the players (voters).,achievement
11965,I went to visit my sister and her boyfriend at his house.  We played with his dogs and hung out for a little while.,affection
11966,I am selected to church choir to sing songs.,achievement
11967,"Restarting the song when you miss your most favorite line. As I hearing the favourable song, I used to sing that song my self.",enjoy_the_moment
11968,I was very happy when I went to the shopping mall with my husband,affection
11969,Texted my sister who I hadn't contacted in a while.,affection
11970,My computer problem was finally fixed.,achievement
11971,I got invited to an Mturk bonus survey that pays $100.,achievement
11972,petting my cat,affection
11973,I went to work and it didn't make me want to kill myself.,achievement
11974,I went shopping and bought a new pair of sunglasses.,achievement
11975,I purchased a dresser at Ikea that I've been eyeing for many months.,achievement
11976,Finding that the veggie garden we planted about a month ago is doing well enough to actually produce veggies this year.,nature
11977,i started packing for my vacation in a few days. it has been very hectic getting things together but i am so excited!,enjoy_the_moment
11978,I had pizza with my son for lunch.,affection
11979,Had to take my cat to the vet yesterday because he was sick. Today his fever is gone and we're giving him medicine. He's back to normal. :),affection
11980,Getting out of bed to find that my husband had left a full pot of hot coffee for me when he left for class.,affection
11981,I got myself a Starbucks drink as a treat.,achievement
11982,I went to see my brother who lived out of state.,affection
11983,Buying a crib yesterday for my soon to come baby made me real happy.,affection
11984,I got my hair cut,achievement
11985,I ate at a great restaurant. ,enjoy_the_moment
11986,Going to Chinatown for dinner and dessert for dinner made me happy because the Chinese food in Chinatown is the best.,enjoy_the_moment
11987,last month my wife told to me she become pregnant. so i am really happy to heart that all day.,affection
11988,my relatives celebrate my wedding day in a restaurant. that was a nice experience.,affection
11989,"I woke up this morning feeling refreshed and energetic, having enjoyed a full night's sleep.",enjoy_the_moment
11990,I had amazing outdoor sex,enjoy_the_moment
11991,I received good health news about a family member.,affection
11992,The traffic on my way to work wasn't as bad as it usually is.,enjoy_the_moment
11993,I went out drinking with my cousin.,affection
11994,I WENT TO PLAY.,leisure
11995,I had a good workout at my gym,exercise
11996,I found out that one of my favorite YouTube vloggers is having a baby.,leisure
11997,I ordered pizza last night for while I was playing ffxiv.,leisure
11998,Negotiating the pay increase from my promotion.,achievement
11999,My girlfriend bought me a new game: Breathe of the Wild.,affection
12000,"Today, I was happy to make eighty cents doing this HIT.",achievement
12001,I woke up to a text from my girlfriend saying that she loved me.,affection
12002,My tv sold on craigslist.,achievement
12003,I was able to sleep all night last night after a few nights of not being able to sleep well.,enjoy_the_moment
12004,I received my pin for 5 years working at my company.,achievement
12005,Having lunch with my family on the weekend.,affection
12006,"The last small thing that made me surprisingly happy was spending time with my grandma.I went through a phase in my life where I wanted complete autonomy from my family. I felt crushed by the pressures of trying to pursue a career my family wanted from me rather than one I wanted for myself. So, I just wanted to break free from all of them and be as far away as I possibly could, even my grandma whom has been there for me every day for the first 12 years of my life.It wasn't until lately, that I realized the importance of family and how short life can be. My grandma is 96 years old, which means she has a limited time left on this beautiful planet. It made me really sad that I haven't made much effort to really spend time with her ever since she moved to her own home. Instead of spending my weekends with her, I chose to go out with friends, date around, sit at home on the computer browsing new music, and basically just waste my time.This weekend, I decided to change that. I called her and spent the entire day with her. Sunday morning, I came to her house, cooked us some pancakes (her favorite), we went to Temple, just like we did when I was a kid, and then we spent the rest of the day at the mall, browsing the stores. I didn't expect it to make me as happy as I had planned, but it really made my day. I'm really glad I did that and I certainly plan to spend a lot more time with her now.",affection
12007,I was happy when my cat came over to me and started licking me and being affectionate.,enjoy_the_moment
12008,I received a check for 250 dollars for my 10 year anniversary for work. ,achievement
12009,Finding a new lip serum that seems to work and smells amazing.,enjoy_the_moment
12010,"I had lunch with my parents today, and it was nice just catching up with them.",affection
12011,I sat and watched a movie with my kid that we've never seen before.,affection
12012,Took the dogs to the park for a couple of hours.,leisure
12013,I had dinner with my wife.,affection
12014,"I bought my boyfriend groceries, which helped him with his bills.",affection
12015,Sleeping in all morning.,leisure
12016,Beating Zelda: Breath of the Wild made me happy.,enjoy_the_moment
12017,"I remembered how many days left until the Bonnaroo Music festival, and I thought of all the great music and people that I will experience in June.",enjoy_the_moment
12018,I had awesome sex with my girlfriend last night.  ,affection
12019,"me and my girlfriend bought our first animal, a hamster",affection
12020,Got accepted in my major at college and found out I can graduate a semester early.,achievement
12021,My nephew's grandmother posted a video of him happily playing and calling out my name.,affection
12022,I did grocery shopping and was in awe with the fresh vegetables that are now in season.,enjoy_the_moment
12023,"I learned today that I have received approval to take out a loan to by a new house, which is awesome.",achievement
12024,I bought a new laptop.,achievement
12025,i was able to max out my deliveries today.,achievement
12026,Going shopping with my family.,affection
12027,I received a compliment at work.,achievement
12028,My daughter came home from school today without any negative remarks from the teacher written in her folder.,affection
12029,Getting a few shifts off of work so i can focus more on school made me happy as school will help me get a better job.,achievement
12030,I did a bunch of chores that I needed to do.,achievement
12031,I cooked a special sweet yesterday to give surprise to my husband. It came well and my husband liked it.,affection
12032,When my husband thanked me for making breakfast and kissed me goodbye before he headed off to work. ,affection
12033,My son gave me a huge hug and told me he would love me forever. ,affection
12034,Found a $5 on the ground and used it to buy lunch and was a nice surprise.,enjoy_the_moment
12035,I tried a new shampoo and conditioner and I really like the way my hair smells.,achievement
12036,I broke my personal record in the deadlift. ,achievement
12037,I had a steak dinner.,enjoy_the_moment
12038,One of my ebay items sold for triple its original price.,achievement
12039,I had coffee with my husband,affection
12040,I got recognized for doing a good job on a project at work. ,achievement
12041,I found a deal on energy drinks and bought at least 15 of them for 22 cents each.,achievement
12042,Hubby and I had a delicious lunch and a lovely hour together.,affection
12043,Finding out that one of my friends was extremely please with the house I booked for vacation. ,bonding
12044,"My adult son knew I made a big mistake, yet goofed around and didn't grt upset with me.t",affection
12045,I was happy when my child got a good grade on a hard math test.,affection
12046,I watched a basketball team that I like defeat their opponent and earn a trip to the NBA Finals. ,enjoy_the_moment
12047,I was able to talk to a close friend on the phone and that allowed me to catch up with them and what was going on in their life now and have fun and laugh with them on the phone.,bonding
12048,"My unemployment went through, now I don't have to struggle so much financially. I literally danced around the room!",enjoy_the_moment
12049,I drank coffee this morning in order to wake up and get moving.,leisure
12050,I saw a cute bunny in my yard.,nature
12051,My grandma complimented my hair.,affection
12052,I bought a special tool and cleaned my mini-blinds to a shine. ,achievement
12053,I got a new pair of shoes.,achievement
12054,I finished an inspiring book and started two more.,achievement
12055,I found a really good deal on a jar of expensive nuts.,achievement
12056,My coworker bought me a mug to thank me for some extra help I gave him.,bonding
12057,"I took a walk, which, even though I didn't want to, made me feel better after.",exercise
12058,I didn't wake up to chaos. My dads been in and out of the hospital the past few days and weeks because of bad liver problems. He seems happier today and in good spirits. Seeing people not in pain makes me very happy. ,affection
12059,I was happy when I ordered a pizza and only had to pay for the delivery charge.,enjoy_the_moment
12060,My brother in law came out in the rain to help us put a tarp on the house.,affection
12061,Getting called for a job interview ,achievement
12062,Planning of my work and organizing it.,achievement
12063,My daughters first time on the Little Mermaid ride was exciting.,affection
12064,I purchased a wardrobe for my parents which they wanted for a very long time. It was a big surprise for them. They felt so happy on seeing the wardrobe which made me happy as well.,affection
12065,My wife cooked dinner without my knowing and it was delicious.,affection
12066,Today I completed a 25 minute run for the 4th time in the last 5 days.,achievement
12067,WE CHANGE MY HOME.,achievement
12068,My students and I took a picture together that came out really nice.,bonding
12069,I got the final figures for my home closing today. It was a little lower than I was expecting so I was very happy to see that. I got some credits that helped lower my overall price so I'm happy.,enjoy_the_moment
12070,"My wife and I had a nice lunch together, which is our last for the summer. It was fun",affection
12071,I got my yearbook today.,achievement
12072,One of my students who has struggled almost all year thanked me for believing in them.,achievement
12073,I got a new personal best for squating last night.,achievement
12074,THE DAY MY COUSIN COME HOME,affection
12075,My toddler skipped into school this morning without crying and happy to see her friends and teachers.,affection
12076,"I worked out twice today, and managed to not only run 3 miles, but also did another 30 minute workout. I feel so accomplished because of it.",achievement
12077,Going to the gym and exercising made me happy because I was glad I made it there and I was happy I could accomplish the whole class.,exercise
12078,I went to a birthday party for a friend.,bonding
12079,"A good friend of mine surprised me with and iced coffee, a simple but warming gesture.",bonding
12080,"An event that made me happy in the past 24 hours was when I was able to get a medical bill written off completely. The hospital had not followed proper procedures to get insurance approval for the treatment, which was a violation of their contract with the insurance company. Because of this the insurance company denied the claim and stated that I did not have to pay the bill. After spending 2.5 hours on the phone with the hospital and insurance company today it was concluded that the insurance company was correct and I did not have to pay the money.",achievement
12081,When making my purchases at the store I was able to buy everything I needed for two weeks and a little pie for myself on the ride home. I love when I am able to spend 50 cents on myself and be in the moment. ,achievement
12082,I received an email from a client praising my work.,achievement
12083,"Restarting the song when I miss my most favourite line. As I hearing the favourable song, I used to sing that song myself.",leisure
12084,"I was afraid I was having twins, but the midwife only found one heart beat.",affection
12085,Finding a solid balance in my personal and professional life.,achievement
12086,I went to the barn and hung out with my horse. ,affection
12087,I was correct in my task at work.,achievement
12088,My child told me she loved me and that i was her best friend.,affection
12089,"When I came home, my 11 month old son was screaming DADDY, DADDY, DADDY.  ",affection
12090,I WENT TO TEMPLE.,leisure
12091,Today i meet a beautiful partner,bonding
12092,When my child told me she wanted to spend the day with me instead of going to daycare. ,affection
12093,yesterday on my way i met my old friend and  i was very happy because i have met him after many years we talked about our school days and i invited him to my house with his family for dinner. ,bonding
12094,"Restarting the song when I miss my most favourite line. As I hearing the favourable song, I used to sing that song myself.",leisure
12095,I WANT TO COLLEGE,achievement
12096,"My happiest moment in my life s......for my 20th birthday my dad presented me a new smart phone surprisingly that day i was so exited....i cant forget that day in my life,that was my first surprise given  by my dad.",affection
12097,I made some extra money on the side,achievement
12098,"Everything else becoming more interesting when its exam time enjoying the moment. When I heared the announcement of exam time table, At that time, I felt little tensed for preparation. But after completed all the exams, I really felt free with blissful.",enjoy_the_moment
12099,I ate at my favorite restaurant.,enjoy_the_moment
12100,"Everything else becoming more interesting when its exam time enjoying the moment. when i heared the announcement of exam time table, at that time, i felt little tensed for preparation. But after completed all the exams, I really felt free with blissful.",achievement
12101,"Met a high school classmate , we talked a lot and it made me quite happy.",bonding
12102,I was happy when I remembered we had ice cream to eat.,enjoy_the_moment
12103,I baked cookies last week and someone told me they were the best they'd ever had.,achievement
12104,Being able to beat rush hour to work this morning.,achievement
12105,When my dog layed with me in bed,affection
12106,My wife bought me a new shirt last week,affection
12107,"I watched my favorite show, teen mom",leisure
12108,My husband woke me up with a steaming hot mug of homemade coffee and a croissant so I could start the day in a happy mood.,affection
12109,Helping hold a door open for a nice lady.,bonding
12110,Tried a difficult new recipe that turned out great.,achievement
12111,I resolved an issue with my bank where money had gone missing.,achievement
12112,I had two good workouts yesterday.,exercise
12113,I walked 5 miles this morning,exercise
12114,  my friend did an impression today of someone we hate from work and it was really funny.,bonding
12115,"My son was able to complete activity time without crying or whining today. We did counting, reading, and writing.",affection
12116,I finished 1/2 of my Spring Cleaning,achievement
12117,I completed several deadlines at work. ,achievement
12118,my relatives celebrate my wedding day in a restaurant. that was a nice experience.,affection
12119,last month my wife told to me she become pregnant. so i am really happy to heart that all day.,affection
12120,I went to a Greek restaurant.  The food was very good.,leisure
12121,Talking to someone important on the phone made me very happy.,enjoy_the_moment
12122,I WENT TO CALLING.,leisure
12123,I rearranged furniture.,achievement
12124,A woman in the neighborhood stopped her car to say hello and wish me a nice day just to be nice.,bonding
12125,I fixed myself an old favorite type of sandwich for lunch.,leisure
12126,I met a friend for lunch who I hadn't seen in a long time.,bonding
12127,I had some of my favorite rose.,nature
12128,I ate my favorite candy - kit kats!,enjoy_the_moment
12129,I was accepted into a summer program for a university.,achievement
12130,"Happiness does not depend on something big to happen. We can create happiness moments right here, right now. If you really need a reason to be happy, you can create that reason too. Wherever you are, whoever you with, get connected to him/her. Share something. Ask something. You can find something interesting about him if you can explore him.If you are all alone walking somewhere, see things around you. You will find something that can make you smile. Look at a child playing nearby. Gaze at the green nature. Appreciate beauty. It is all around you. Find happiness. It is all around you.No matter if, you are doing a job, doing homework, or managing your business. You are eligible to be happy always. You often forget that as I do. However, it is also our duty to remind ourselves.",enjoy_the_moment
12131,"I woke up this morning without having to immediately get up and out of bed, since I didn't have to be anywhere until later today. ",enjoy_the_moment
12132,"I was having lunch with my family. Since my childhood we have a pattern in our home, first everybody at our home has lunch while my mother serves and while we are on our last Roti she too joins with her plate.I was little extra hungry. She had just joined with her plate along with my sister. I asked her for Roti. She said Wait I am making one for you and she left her seat.I held her hand and said, Mumma! I am in some cooking mood. You have food, I will make a roti for me. She said, Why will you work in kitchen while I am here?I said, I want to make a roti and I left my seat. Sister popped up saying, Have this roti from mummy's plate, complete your lunch and then make a roti for mumma.I said, Well! You are falling for a dangerous act.Hahahahah. I completed my lunch and started with roti, This was it! Previously I have cooked many times, but only for me. This was the first time I cooked for mother.I made a roti and served it to mother. She made 3 parts of it, one for my sister, one for my father and one for herself. They all had their parts and I was observing them with suspense about comments.Sister chuckled, Your wife is lucky, you can feed her deliciously. Father giggled, Your Gf must have said you to learn cooking this morning.Mother was little emotional, she said, My son has grown up. Roti is sweet! She was happy. Everyone was happy.It made me happy.",affection
12133,I won $10 in a bet.,achievement
12134,I got to sleep in an extra hour this morning. ,enjoy_the_moment
12135,went to the keys for some family time,affection
12136,I met my best friend after a month.,bonding
12137,"I went shopping and was able to get out of the house a while yesterday. Though it rained, I had a good time because I was careful with my money, didn't spend a lot, still got everything I needed, and had plenty for a nice lunch.",leisure
12138,My son was able to stay with me last night.,affection
12139,I was able to get a name I really wanted in a videogame called League of Legends.,leisure
12140,My husband dropped off lunch even though he didn't have to.,affection
12141,I had a long conversation with my daughter about her last week of high school,affection
12142,Thomas had a nice time with his friend this weekend. ,bonding
12143,"Having nothing else to do, I was finally able to catch u on a few of the books and light novels I'm currently reading.",leisure
12144,I received good news from my wife.,affection
12145,"The rain, and the cooler weather it brought about.",nature
12146,we went shopping for food,leisure
12147,I watched an episode of my favorite TV show.,leisure
12148,"As a result, the total cash backs of $750 plus 0% interest on purchases over the 15 month period made me fill an application for the new credit card.",achievement
12149,An event that made me happy in the past 24 hours was listening to a coworker that was retiring and hearing how she enjoyed her job.,enjoy_the_moment
12150,I was able to tell my employer that something he requested of me was unreasonable and he accepted my reasons why they were.,bonding
12151,My husband left work early and came home to surprise me.,affection
12152,Made a great grilled cheese and ham on whole wheat for lunch. ,achievement
12153,I was happy when I got to bed after a long day of work.,enjoy_the_moment
12154,"My girlfriend and I had drinks with our neighbors at a nearby restaurant last night in what turned out to be an unexpectedly pleasant encounter, given that typically our interactions are a bit uncomfortable and forced due to unfamiliarity with one another. ",affection
12155,"My husband got a raise today of over $5,000 a year from his job company.",achievement
12156,I'm actually adhering to my diet plan.,achievement
12157,I had a good leg day at the gym!,exercise
12158,Me and a friend went to dinner last night and caught up on life and events. It's great to have someone to share your life experiences with.,bonding
12159,I WENT TO COLLEGE,achievement
12160,Little Buddy woke me up with kisses and purrs.,affection
12161,"I have been on a diet for some time now and when i got on the scale, I found that I have lost almost 30 pounds",achievement
12162,My brother again trying to help me with something (we won't tell him it wasn't really that helpful though) after we haven't talked much in awhile.,affection
12163,I ate the meal my fiance cooked for me during lunch.,affection
12164,I WENT TO COLLEGE,achievement
12165,"When one of my student athletes thanked me for taking care of her throughout the school year and especially during her sport season. Also, she stated that she was going to miss me over the summer and asked if I would be at the school some times through the summer. I stated that I would be and look forward to seeing her through the summer. ",bonding
12166,"I thought I was going to have to buy a new computer speaker, but my brother came out and found out how to get the old one to work right.  For that I am happy because a new speaker isn't withing my budget.",enjoy_the_moment
12167,Bought myself some new bike wheels ,leisure
12168,I walked for 45 minutes on the treadmill during lunch.,exercise
12169,Two of my old friends wanted to catch up with me today for the first time in a while.,bonding
12170,An event that made me happy was paying off one of my credit cards that I have been working on paying off for a long time now. ,achievement
12171,I did an intense workout with a friend for the first time in a few weeks.,exercise
12172,I got a really good mturk bonus.,achievement
12173,I texted a friend. ,bonding
12174,"I watched the latest episode of Better Call Saul, a true work of art, in my opinion.",leisure
12175,My wife came home early today and greeted me with cup of hot tea when I came home from work.,affection
12176,I was very happy when I received flowers as a gift from my spouse and it was unexpected.,affection
12177,I watched a good movie last night before going to bed. ,leisure
12178,I won a long (15+ hour) game of Civilization 5 in a landslide victory.,achievement
12179,I got a yummy breakfast this morning. ,enjoy_the_moment
12180,I got to eat a couple slices of cheese pizza after eating vegan for the entirety of last week.,enjoy_the_moment
12181,I got all the laundry done! ,achievement
12182,I started watching a new anime show on Netflix about students at a high school using magic.,leisure
12183,I made my husband a funny birthday card.,affection
12184,I had lunch with friends.,bonding
12185,I created a new website at work that I absolutely love and everyone of my co-workers gave me a pat in the back for it.,achievement
12186,My friend gave me a gift card. ,bonding
12187,I was able to go all day without spending my money on food.,achievement
12188,I looked back and realized I had a healthy day of eating.,achievement
12189,I started to learn classical guitar for the first time after knowing rock guitar for 10 years,leisure
12190,I got paid today and I really needed that boost to my bank account so I feel secure,achievement
12191,"My wife surprised me by bringing home dinner, saving me the trouble of cooking.",affection
12192,I played tennis this morning. ,exercise
12193,I finished a difficult level in a video game this morning.,leisure
12194,"I took a shower with a girl I really like at the end of a long, hot day.",affection
12195,I came home at the same time as my roommate. ,bonding
12196,"Since I couldn't sleep in my bed room, my sister in law lent me a blow up mattress so that I didn't have to sleep on a lumpy couch.",affection
12197,"My postal carrier told me today that whenever he feels depressed, he feels immensely better after stopping to talk to me for a few minutes cause he said I make him laugh and for a short time he forgets his troubles.  We like the same baseball teams and invariably I use some colorful expressions in talking about them especially after a loss.  That makes me feel good to know I can cheer up someone who's unhappy.",bonding
12198,I enjoyed some great food from a Chinese buffet.,enjoy_the_moment
12199,My brother promises me to take me out for dinner. I am happy about it. ,affection
12200,Getting the word out on social media about the terrible Trumo budget -- and seeing that people were interested and motivated to act.,achievement
12201,I talked to my mom on the phone today.,affection
12202,I was told that tomorrow I will be able to leave early as well.,achievement
12203,I went to a play with my mom. ,affection
12204,I was happy when I talked to my dad and he said everything was going to be ok.,affection
12205,"After lunch, I took a nice walk around campus and played the pokemon game. ",leisure
12206,My partner came home from work early.,affection
12207,"I got a job offer from a really good place. I recently graduated from medical school, and within the past 24 hours, I as offered the job I really wanted.",achievement
12208,IN THE GARDEN I SAW A ROSE.,nature
12209,I passed my test ,achievement
12210,After the park my daughter took an hour long nap and I was able to get a little housework done while she was sleep.,achievement
12211,I got to eat some cookies today.,leisure
12212,I had fun telling my daughter her bedtime story and getting her laughing and smiling.,affection
12213,I ate candy pretty much all day at work thanks to a co worker. ,bonding
12214,Listened to a great mellow jazz/hip-hop playlist that helped me focus and relax.,leisure
12215,I did not have to work yesterday and my baby to be is dong great. We had a Dr. appointment and Jo-Jo my unborn child is doing really good. ,affection
12216,"A long, hot shower made me happy because it signified the end to a hard day's work.",enjoy_the_moment
12217,I cleaned the house when I got home and when my fiance came home to say the house looked nice it really made the work I put into cleaning worth it. ,achievement
12218,"I was seeing my daughter sleeping in front of me. While seeing her it makes me feel very happy, as it reminded me of her innocent talks.",affection
12219,I laughed at a funny joke told by a co-worker,bonding
12220,"Everything else becoming more interesting when its exam time Enjoying the moment.When I heared the announcement of exam time table,  At that time, I felt little tensed for preparation. But after completed all the exams, I really felt free with blissful. ",enjoy_the_moment
12221,"lucky to live in the country in New York on acres of land. A highlight of my trip was taking Ferg out for a hike in the woods with my cousin. I watched him sniff every possible thing in sight, while continuing to check in and make sure we were still with him.",nature
12222,"lucky to live in the country in New York on acres of land. A highlight of my trip was taking Ferg out for a hike in the woods with my cousin. I watched him sniff every possible thing in sight, while continuing to check in and make sure we were still with him.",nature
12223,I thought I was going to be late to work but I made it in on time. ,achievement
12224,My husband took me out for ice cream.,affection
12225,My husband woke me up this morning with a nice back rub and coffee in bed. ,affection
12226,That I have a pet cat named Sherbert. She's one of God's innocent creatures.,affection
12227,A girl told me that she was interested in me romantically.,affection
12228,I BOUGHT GOT A CAR ,achievement
12229,The day with my pet,affection
12230,"Trying hard to find the mobile when it is in non-vibrating mode, I searching the phone all around in my house, but I kept in my pocket. AT that time, all the members of my family looked me and started to laugh.",affection
12231,Got my hair and my nails fixed for a wedding,leisure
